Puzzle,Solution,Time (milliseconds),
..4.1..5...5.6389.......7.4.7.5.8.3.3..1.........94.....1...4..9........8....76..,684719253725463891193285764479528136358176942216394587561832479947651328832947615,77,
.2...........4.375..6....8..79..6......92.....45.87..3.9....76.4.3....5.........2,724853916918642375356791284879436521631925847245187693592314768463278159187569432,41,
.......5..7.6..42...3..4.....4...29.5....7....26.4.51..1..5.3...4..261.....31....,468172953179635428253894671734581296591267834826943517917458362345726189682319745,285,
.21..9.5...4...1...6..2..4.38......4.......1....5..8....9..56.2....13..564.....8.,821349756794856123563127948387291564456738219912564837139485672278613495645972381,77,
..1..9..8....31..6...58.4.3....5..81.6...2.5.2..4..9..6........5.81.......3......,731649528854231796926587413349756281167892354285413967692378145578124639413965872,148,
......4213...8.5....4.573....3.....2.1.6.4........5..6..8...13.751..6............,875963421326481597194257368563819742917624853482735916648572139751396284239148675,83,
......85............24.........1.4..7.4..2....89....7.2....1..41..7.85..4..2.5.96,347126859861579342952483617523917468714862935689354271235691784196748523478235196,186,
.8..9.3.4.3...5.62..5.62..9628..9.7..........7.9.8.........3.9.........637.......,286791354937845162145362789628139475453627918719584623864213597591478236372956841,637,
4.8..9.....57....8.2..3.6....9.....72...68................53...96...2.8.7.....24.,438619725695724138127835694589241367271368459346597812812453976964172583753986241,84,
...3.2..8..97.82......4..3.8...1...2.....4...1..2......47...85..3....7.1..8.5.4..,461392578359768214782541936873915642526834197194276385647123859235489761918657423,366,
1.........6........4.3...1..9...67..6.75......5....94..39.5.174.1.83..69......38.,123465897965178423748329615394216758687594231251783946839652174412837569576941382,101,
..6..4...9..1.652..1..35........24..48.9....3.2.....9..9.......3...4....251......,576294381943186527812735649139862475485917263627453198794321856368549712251678934,41,
..1..5.2.63......5.......79.72..1...35...9.....8.....2.8.....517......8..1.6.83..,891745623637982415245136879972861534354279168168453792486397251723514986519628347,173,
....7....5....981..6...5..3.3.9.....79..53.21...2...9.9..............6.82...81...,319874265527369814864125973432917586798653421651248397985736142173492658246581739,40,
.42......6.79...1...........64.......8.5.1..7......4.2..812.9.......7.4.7.9.8...6,342618759657932814891754263964273581283541697175869432438126975526397148719485326,324,
..86..1..5...2..79..7.94....7...9.....2..1......7..48.8.4......61.45...........9.,298675143543128679167394825476289351382541967951763482824937516619452738735816294,199,
73.4....84.......1.1....9.2.......7.357.9.........4...5..9....4..15.7..3...1.2.8.,739421658426859731815736942264315879357298416198674325572983164681547293943162587,634,
19...8....38.1..5.7.4.3.........7.........2....39.4..7.....5.....7.9..8.2..7...49,195478623638219754724536918862357491479861235513924867981645372347192586256783149,80,
.42.8..............86.7.54.5..9.......3.68.9......7..2.5..43.2...86.....6......75,742385619395416287186279543517924368423568791869137452951743826278651934634892175,95,
..3.2............5..8...1.9..2..7....4981...7......95..8.34.5.1..49...7......23.8,413529786926781435758634129562497813349815267871263954287346591134958672695172348,39,
5.1.29....8...5...39...7..1.4....7.2......1.3..3.....9..8.32...2.5....8...75....4,571429638682315497394687521146893752829756143753241869468132975215974386937568214,264,
8......1.5.6.....8............8..7.1...14.3....7..6..26.5.8....43...5....1.3..46.,823594617546713928971268534364852791289147356157936842695481273432675189718329465,109,
3..6.87..78..2.....2..93..8..1...6..4.........7....49...9..68.7...2....38....4...,395618724786425139124793568931547682452869371678132495249356817567281943813974256,100,
69..54............2817.....1.9..5.......4.8..5..2.97...5......4.1..67.......2.95.,693154287475382169281796543169875432327641895548239716852913674914567328736428951,47,
4..............678.9.56......2.4.1....7..8.9.1...5.48..758....96...........6.2...,436287915521439678798561243852946137347128596169753482275814369684395721913672854,447,
.......3.83........46.9..8.2..8..3.....43..61..52.1.4.68.5.......2.......9....42.,729148536831652794546397182214869357978435261365271849687524913452913678193786425,324,
.2.4.75.......96......523.98.2........7..5...46........3.578..657..4......4..6..2,923467518715389624648152379852614937397825461461793285239578146576241893184936752,64,
.96.5...475.......3.178...5......7.3.....9.......1..6..1.5..6....7..35.9.3...8.1.,896251374752934186341786925165842793423679851978315462214597638687123549539468217,278,
6.3...948....9...68...4...2.7..29...9....8......3...9.3.6..........123.7..2....6.,653271948427893516891546732178429653935168274264357891316785429549612387782934165,69,
.3.........8.1..4..5..87..21.2.7..6...7.4..35.....62.7.........61....8..7....2..6,936425781278619543451387692192573468867241935345896217529168374613754829784932156,64,
..........47...92...6..3..4......1.7269........39.8...6....2...3.....846.9.7.....,538249671147685923926173584485326197269417358713958462654832719372591846891764235,429,
..3..7...8.71...5.52.....89.4..39.2..358...1....2..4.....35..........2..........1,493587162867192354521463789146739825235846917789215436912354678658971243374628591,41,
....82.....6.3....7.9......4.....53...75.3.2..8.6...49...3...5...8.5....36.....8.,154982367826137495739465218412879536697543821583621749271398654948256173365714982,89,
.27..4.....689........6...7.8..2..9.9.....3......4..2.37......2...68..5.4........,127534689536897241894261537781326495942158376653749128378415962219683754465972813,103,
..5..2...1.39.....7......1............9...257.56.3.........7.46..7.619....1.5..3.,985612374143978562762543819874125693319486257256739481528397146437861925691254738,55,
...1.....716..4..33.....98........3....74.8.6.3..584.....8.56...5..9........6....,895132764716984253342576981468219537521743896937658412173825649654397128289461375,70,
7.5..4.91.9.56.2....6...5.8.47...96.............9.......28...........1....915..47,735284691891563274426791538247318965958426713613975482172849356584637129369152847,44,
.1..4...9...2....1....3.46......4.........1.29..6.53...5.91..84....6....86.3.....,318546279645279831729831465532184796486793152971625348253917684197468523864352917,336,
...7....9.6...............2....5.9.7..2.9..38..1....6567...3.8.18.6...5.3..8.....,213768549467529813598134672846351927752496138931287465675943281189672354324815796,74,
...67.2.851.28.7.....3.4.5...1......85.76..2.6...2......4......7.....6...3......4,349675218516289743278314956421598367853761429697423185164837592785942631932156874,166,
.97......1.2...89.4.............45.89.......2...3.54....978...1.1..5..7.7...2...4,597812643132647895486539127673294518954168732821375469349786251218453976765921384,43,
.1..9.64....45.9...7.1....8..5.6...21.2...5..46........2..........8.7..6.........,518792643236458971974136258785961432192384567463275819627519384359847126841623795,174,
..69.4...8.......7...6.......1......96....3....5..167.....7.18..9..5..3.6.781.59.,576924813829135467413687925781563249962748351345291678254379186198456732637812594,52,
.3.....14.........2..64.7...43.5.2.6..5.......6..1.57.6......57.57.....19...2.6..,536972814479185362281643795143759286795268143862314579628431957357896421914527638,252,
....48....153..4...6....1........8...7..6...33.9....4..5.....6...8...59764.......,293148756715396482864572139526439871471865923389217645952781364138624597647953218,181,
.7..9.........2...3....7.8..2...9.6396....42....8..7.....45...8.4.....5...9......,872594136691382547354617289725149863968735421413826795236451978147968352589273614,84,
.57.39..6.137........5.62....5...1629.28..3.......5.9...6....511......2.......9..,257439816613782549498516237845973162962841375731625498386294751179358624524167983,190,
..98....7.....41.66......52.54.6...1..2......8...49...2........9.75...1..1......5,529816347738254196641937852354762981192385764876149523285471639967523418413698275,77,
5..9..3..93..8..7....4.......9.......6....2...4......67..6.4.85..5.73..969.8....3,574912368932586471816437592259761834168349257347258916723694185485173629691825743,450,
.....3.8....74.....4...9..6.28....736..52.8....5..7......2.4..........69.8..7....,952613487861742935743859126128496573637521894495387612319264758574138269286975341,149,
6.3.....9..78........39..7......1.8.1.9.3..4.36.47.....8...6.1.54.........6......,653147829297865431814392675475621983129538746368479152982756314541983267736214598,352,
....3..4..2...6.........83..3..486..6.7.92..49.......33.2..9.57..9.......56...2..,861935742723486915594721836235148679617392584948567123382619457179254368456873291,459,
.2....4.8....8....4...9....8......93..4.7....3.5........1.28..4.4.75...2..89.3..5,529137468137486529486295317812564793694372851375819246751628934943751682268943175,34,
.6..397.....4..5.6.7.5..89...6...2...3..4.6..92.75......8......24.6.......5.8...4,562839741189427536374561892456398217837142659921756483618974325243615978795283164,43,
....9....16......7..36...........1.8.4.....3....3597..9....16..3...4....71.968..4,275194863168523497493687215539476128647812539821359746954731682386245971712968354,64,
4.95...32..5.34..9..1...5.....4.18.....8...9.....95..3........6...382.4..13..9...,479518632625734189831926574392471865154863297786295413948157326567382941213649758,75,
.....9....2...1.56.....5.7..1......56.81....795....82.2....7.8..75...36.39.......,586729143723841956149635278412978635638152497957463821261397584875214369394586712,129,
............659....5.341.8.78...4.69..3.9.4..6....815.39.8......7.......8....3..6,164287395238659714957341682781534269523196478649728153396812547472965831815473926,273,
1.8.......9..4....7.6..3.9....5...37......81.8...7196.6...8.5...7..1..8...4..73..,158729643392146758746853192461598237927634815835271964613482579279315486584967321,412,
..2.1.6.3...6.78...8.2.....6.3.941.7.17....9..98.7.......1...........3.4.......2.,752918643349657812186243579623894157517362498498571236234189765961725384875436921,187,
......6...8..2.7.3..3....12.2.8...5.......42.....4...714..8....7..41.3....6.52..1,217593684685124793493678512324867159578931426961245837149386275752419368836752941,170,
...3..42..4.......7......6..2....6.....96..8.43...1.7...7...2...9.2.7.383...14...,965378421248196753713425869829743615571962384436581972157839246694257138382614597,225,
....1.5...1.3.28.9....94..2..18...2.5.9..7.3..381...7.7.29.........3.............,927618543415372869386594712671843925549267138238159476762981354854736291193425687,93,
...1..6....5.8419.1....7....9....4...58......4.....3.6......7...4..9..8.36.......,984132675735684192126957834693571428258463917471829356819245763547396281362718549,169,
2..35...7.4.....9.5..4.9.3...2..........1397...37....5..78.5....1......9......74.,289351467341672598576489231752968314468513972193724685937845126614237859825196743,102,
.....1.7286..4.1.9...3.7......7.3..1.8........34.......926..7..4.18..9.6.........,543981672867542139219367584926753841185426397734198265392614758471835926658279413,233,
.2.3.......1.89.6.3..12..54...2..496......2..9....8.15......93.........853.9....1,825346179471589362369127854783251496156794283942638715214865937697413528538972641,115,
.1.5.2..3.....49.6....18.25...........8.4..5...2..5..1.....6.3...1293.4...6.....9,917562483285374916463918725159827364638149257742635891894756132571293648326481579,366,
...81.......6..9.587...9....941.58....3.6..5..6....4.9...5...31........6.39......,945813627312647985876259314294175863783964152561382479428596731157438296639721548,286,
9.387.2...6...3..55.2......61......7......589..7......2....7.6.........2..59..7..,943875216761243895582619374619582437324761589857394621298457163476138952135926748,204,
4..1.67..5......3.613.5.24.3...7...2.6...4.....9.6..7.74...1........7....3.94....,492136785578492631613758249354879162867214593129563478745381926981627354236945817,583,
1.4.7...8...3....65..8...9......8..794....63........5....9.2..53......7.6.....9..,164579328879321546532864791253698417948715632716243859487932165395186274621457983,139,
..1.4..6.3.69.........35.....9...1..72.5.1.4.4..3.76..57.4....99.4.5.............,291748365356912478847635291639284157728561943415397682573426819984153726162879534,438,
3.9.8..6.......2......2......3...9.6......837.....5.....79....5..4.73..29..56..8.,329187564481356279756429318173248956245691837698735421837912645564873192912564783,31,
.6..91...3.95..1...2......7.15.6....2..7..63....2.95.1..7......8....6...95..2....,764391258389572146521684397415863729298715634673249581137958462842136975956427813,58,
..7.2....43.....82..8..7.3....29................7...4524...6.573..9..6..6....54..,197823564436519782528467931853294176714658293962731845249186357375942618681375429,46,
5..48......3..7...47..258..6.1...7......51....3..4...6358.......2..6.4..1...3....,519486273283917654476325819641893725792651348835742196358174962927568431164239587,251,
..36.84.......2.87........36...........48.9......57.....7.3...6.4...5.9...6.2983.,253678419461392587789541623675913248132486975894257361927834156348165792516729834,80,
.....3.1...79.148.4..76.......619.2.....7.8.......8...368......9....6..22......3.,692483517537921486481765293853619724126374859749258361368142975975836142214597638,63,
.3.....5.....83.2...7.5418.3..1.....5.4............7..6.5..1....4..75.12.2..36...,438712956156983427297654183379168245514327869862549731685291374943875612721436598,154,
..17....99........6.3....1.3....27...876..3..1.2........8.6..25....3..6.29...8..7,821743659954126873673895214369582741587614392142379586738961425415237968296458137,25,
..6..7.4.9.2....631....4..5.....14....73.5.2...........9.......4.1.23.7.3..7.....,856937241942158763173264895239871456687345129514692387798416532461523978325789614,25,
.67.....4.29......8...9.......1.25.87............8..2....9.516..5....8..1..4..9..,567813294429756381831294756394162578782549613615387429248935167953671842176428935,370,
..4..........49.1.9..68.5...6.....8...3...4.9...4.23..3...18...6..5..2..8....3...,784125693256349817931687542462931785173856429598472361345218976617594238829763154,288,
..9.....2....1....4....3.1....1......1...29.66.285.....5.3.....2.8.6...9...4..53.,189674352376215894425983617897136425513742986642859173754398261238561749961427538,111,
...98........5...4...6.4..2.........31.5...86.2.8.31..25.3..6..9.....2.38.6.....9,462987531793251864185634792548196327317542986629873145254319678971468253836725419,143,
..8.73.5.95....2.14.........21...8...3...2..95..4...........9.3.4.5...1....8.....,218973654953648271476251398621395847734182569589467132165724983842539716397816425,20,
9.47.......8....6..7..6.1.....1.....6.5.7....839........35..4...8.3..7.6.4.9....5,964731528158429367372865149427198653615273984839654271793586412581342796246917835,354,
2...63..58..7....27...5413.1.25..3........25..7....8.1...3827.6...1..............,241863975835719642769254138192578364486931257573426891954382716627195483318647529,140,
4.3.57..27....1..3......8.5.3.1.4...8..2.3..9.7...51....5...48.1.....3.......2..1,493857612758621943261439875539174268814263759672985134925316487147598326386742591,475,
2.9.48...48.6.1..2.6...73..31....64...2..68.7.............9......3....1...87.....,239548761487631592561927384315872649942316857876459123654193278793285416128764935,336,
798....26......4.1.2....9...5.......267...18....5....2...9.47....9..2.5.1...8....,798143526536298471421765938953821647267439185814576392682954713379612854145387269,330,
.8...3.9...35.6...2.....1...79..15.8..6.......3...7.1.......6....18..2...62...7.9,687213495913546872245798163479631528126985347538427916894372651751869234362154789,223,
8..6....9........3.65..782..5..6.9.49........7.2.9.....24........7...3..53..8.6..,873621459291458763465937821358162974916743285742895136124376598687519342539284617,128,
...6...49..........6...42...4...1..558..6....2.749......25...8.41...27......87...,173628549824359617965714238649871325581263974237495861792546183418932756356187492,27,
2..3659......27.3..8.9..2..93......48..........6.3..5................7465.96.48..,214365987695827431387941265932158674851476392746239158463782519128593746579614823,365,
..6..84.5.5....619............71.8.6..14...574.7.....39.53....1.68...9....3......,376198425854273619192654378539712846681439257427865193945326781768541932213987564,24,
87....3.....5...2.9........53.2....4..2...98.6...9......7.6.....9...24.3...37...5,875126349463589127921743856539218764742635981618497532357964218196852473284371695,661,
29.3.8....38.1..7..1.47...81.....7...75..241.........5...82....3.......1.......39,297368154438215976516479328149536782675982413823147695961823547352794861784651239,92,
72.68.3....9...........3.75...85...3.7....42....27...8.42...58....3.....86.......,725681394439725816186493275214859763578136429693274158342967581957318642861542937,56,
..2.185.3..8..3..9...9.2.8..1....69...7....3..95.....2........6.6.7..2..5.3......,972418563458673129136952784314825697287196435695347812721589346869734251543261978,61,
3..54...224.8.1..71......8...3..4...........958.39..1..7.9.3.....972........8....,398547162246831597157269483963174258721658349584392716875913624419726835632485971,239,
.....5.6821..6.34.4.....2...43..8.....5471.8.8..6...........47....71.5...........,379245168218967345456183297743598621625471983891632754132859476984716532567324819,85,
.........8.32.47......8..4.5..7.63299.2..3....6.8......8....5....5...6.4.7....932,426397158853214796791685243518746329942153867367829415689432571235971684174568932,105,
25.........67.......3.5..8..7...9..5.3..26.9....3....11....5....62.....78....16..,254968173986713254713452986678149325431526798529387461197635842362894517845271639,386,
.82.............3.1468...7..6.23...4.3...81...7.96..2.8.....3.....72..6..........,382697415759142638146853972961235784235478196478961523827516349593724861614389257,426,
7..16.....5.3...1.....5.3744.1....8.5.38....1.....2.........4.8.4.....26...2.....,739164852854327619216958374461593287523876941987412563172635498345789126698241735,165,
61..9.......81..............3....6....9.6.82.16.2.3.5.9...3.7...5.....362..1...8.,618395274497812365325647198832759641579461823164283957986534712751928436243176589,137,
..1..3.9...5......4..6.1.8..8......46..7...3...7...5...143....6.9....15..5....8..,861523497935487621472691385583962714649715238127834569214358976798246153356179842,26,
....7....8.4.......1.6..5.2.85..32.117......5.....26............4.85..1......7..8,523971864864325179917648532685793241172486395439512687758134926246859713391267458,134,
..4.1.....2..69...91..7....1.35.......2...17.5..92.3..........9.6..3..2....2...3.,684315297327469851915872643143587962892643175576921384238756419769134528451298736,140,
.........4......3...8.9..17..9..1....819..64.3......5....6..4785..3......1...7...,192738564475126839638594217259461783781953642364872951923615478547389126816247395,139,
1..7.....39.......5.....34.41.3.92.5.....29.3...1..7.....2......8....57.25.98....,164723859398514627527896341416379285875642913932158764743265198689431572251987436,31,
....62........953.1..5.3.82...2..9..2....6.4....8.4..1.........42...516..8.....53,358762419642189537179543682834251976291376845765894321513628794427935168986417253,59,
.....59.2.2...8.715.4......96....1...87....5.1.5.....7.7...28....241...6......4..,718365942326948571594271368963527184287134659145896237479652813852413796631789425,28,
2..7......3..2.6............59.4.2.......1..4..6..39...9.46...3....3.1..47.9..5..,264759831938124675517386492359648217782591364146273958891465723625837149473912586,99,
...431.......7.8.......6.1.3..7..492..7...3....9....8...3.1....6.2..897.9...2.1.3,298431567156972834734856219361785492827194356549263781473519628612348975985627143,74,
..1.8..2.9.2.....8.........8.9.5..7............52741..7..4....114.32...7.....53..,531687924972541638684932715829156473417893562365274189753468291146329857298715346,136,
.8..........1..2...1.3...4........2653.4....9....3..5.34..98.6125....9..1....4...,985742613473165298612389745794851326536427189821936457347298561258613974169574832,80,
...6..4.9.4.1........2.......4...3.6823...9.4.7..9...1..6..12...89........143...8,512673489348159762967248513194825376823716954675394821736981245489562137251437698,164,
5.........9....6323..2.4...........6.63.2..4991...........6.4..1...9.5.3.2.....8.,582936174491857632376214895257489316863125749914673258739568421148792563625341987,86,
.7.5...1.2..9....4.8....3........9.2.4.85....3...1....92............42.87..3....5,476523819231978564589641327817436952642859731395217486924185673153764298768392145,300,
..4..7.86...2....9.6..5....7....5.4.....74.....968.....32..6..8.5...3.9..8..2....,294317586375268419168459723716935842823174965549682371432796158651843297987521634,52,
2.7.....6..9.37.18.1.562............38...17....2.......2...3.6.6..8.5.....8.7.39.,237189546569437218814562937946728153385691724172354689721943865693815472458276391,287,
.....3.21.18..645......27..4.5.7......7....4..........7.26...1.3618.....8..32..7.,576483921218796453943512786435978162627135849189264537752649318361857294894321675,88,
